Syllable/Combination,汉字
tuo1B|35,㸰㸱㼠㾃䍫䡐䪑䭾䰿他佗坨堶它岮惰柁槖橐池沱沲牠狏砣砤碢磚紽蛇蟺袉袘訑詑跎踻迆迤迱酡鉈鋖铊阤陀陁馱駄駝駞騨驒驮驼鮀鱓鴕鸵鼉鼍鼧
tuo2|214,㟎㨊䅜䓕妥媠嫷庹彵撱柁椭楕橢綏袉訑軃隋鬌鰖鵎
tuo3|51,䲊佗唾拓杝柝毤毻涶箨籜萚蘀跅魄鿳鿸
zuo1A|55,㛗㵶作嘬
zuo1B|35,㩇㸲䋏䎰䝫䞢䞰䟄作捽昨柮椊琢砟秨稓笮筰苲莋鈼
zuo2|214,㝾䦈䶹佐左撮繓
zuo3|51,㑅㘀㘴㘸㤰㭮䔘䟭䟶乍作侳做凿唑坐岝岞座怍挫柞祚糳胙葃葄蓙袏諎迮酢醋鑿阼飵
zuo5,咗
zhuo1A|55,㑁㓸䂐䖦䦃䪼䫎䮓倬卓拙捉掇桌棁棳棹槕涿淖炪焯穛穱肫蝃蠿踔
zhuo1B|35,㒂㣿㧻㪬㭬㹿㺟䃗䅵䆯䐁䓬䕴䟾䮕䵠䵵䶂丵剢劅勺卓叕啄啅啜噣圴墌妰娺彴捔撯擆擢斀斫斮斱斲斵晫杓梲椓櫡汋浊浞涿準濁濯灂灼烵焯燋犳狵琢琸着矠硺禚窡箸篧籗籱繳缴罬聉茁著蓔蕞藋蠗諁諑謶诼趠趵蹠躅酌鉵鋜鐯鐲镯鵫鷟
zhuo3|51,㧳䞵
zhuo5,窧
yu1A|55,㝼㰲䆰䣿䩽于吁唹扜於汙淤渝瘀盓穻箊紆纡菸虶込迂迃陓
yu1B|35,㚥㢏㤤㥚㥥㦛㪀㬂㬰㳛㶛㷒㺄㺞㺮㻀㼶䁩䂛䃋䄏䄨䍂䏸䐳䓊䔡䗨䜽䞕䢓䩒䩱䬔䰻䱷䲣䴁丂与乻予于亏亐伃余俞兪吳吾喁喻圩堣堬妤娛娪娯娱媀媮嬩崳嵎嵛庾悇愉愚扵捓揄於旕旟杅桙楡楰榆欤歈歟歶毹氀汙渔渝湡漁澞牏狳玗玙瑜璵畬畭盂睮硢禺窬窳竽籅緰羭腧腴臾舁舆與艅芋茰萮萸蕍藇蘛虞蜍蝓螸衙衧褕覦觎諛謣谀貗踰輿逾邘郚酑釪鋙鍝隃隅雓雩顒餘馀騟骬髃魚魣鮽鯲鰅鱮鱼鷠鸆齵
yu2|214,㑨㒁㒜㔱㙑㝢㠘㡰㢏㣃㥚㦛㲾㺄㼌䣁䥏䨞与予伃伛俁俣偊傴匬噢噳圄圉嫗宇寙屿峿嶼庾愉懙挧敔斔斞栩梧楀瑀瘐祤禹穥穻窳羽臾與芋萭萮藇蘌蝺語语貐鄅鋙铻雨頨麌齬龉
yu3|51,㚜㠨㤢㥔㦽㧒㳼㵄㽣䁌䂊䈅䉛䋖䋭䍞䖇䘘䘱䘻䛕䜡䞝䢖䢩䤋䨒䨞䫻䬑䮇䮙䰥䴁䵥䵫与余俼僪儥兪吁唷喅喐喩喻噊噢圫域堉奥妪媀嫗宛寓尉峪崛嶎庽彧御忬悆惌惐愈慾懊或戫拗捥敔昙昱栯棛棜棫櫲欎欝欥欲毓汩浴淢淯滪潏澦澳灪灹焴煜煨熨燏燠爩狱獄獝玉王琙琟痏瘉瘐癒矞砡硲礇礖礜禦禺秗稢稶穥篽籞籲粥緎繘罭聿肀育與舒艈芋芌苑茟菀菸萮蒮蓣蓹蔚蕷薁藇蜟蜮蟈衘衙袬裕誉語諭譽语谕谷豫貍軉輍輿轝逳遇遹郁醧鈺銉鋊錥鐍鐭钰閼閾阈隩雨雩霱預预飫饇饫馭驈驭鬰鬱鬻魊鱊鳿鴥鴧鴪鵒鷸鸒鹆鹬龥
yu5,澚
jyu1A|55,㖩㞐㡹㪺䅕䝻䢸䪶䱟且仇佝俥俱凥匊告娵娶婮居岨崌抅拘挶捄据掬揈揟梮椐沮泃涺狙琚疽痀眗砠租罝腒臄艍苴菹蛆蜛裾諊趄跔踘車軥车鋦鋸锔锯陱雎鞠鞫駒驕驹鬻鮈鴡鶋
jyu1B|35,㘲㥌㩴㮂㹼㽤䋰䎤䏱䕮䗇䜯䡞䤎䪕䰬䱡䳔䴗侷僪啹婅局屈巈拘拱桔椈橘檋毩毱泦淗湨焗犑狊粷菊蓻蘜趉趜跼蹫蹻躹輂郹鋦锔閰雛駶驧鵙鵴鶪鼰鼳
jyu2|214,䃊䄔䅓䢹䶥举咀岨弆拒拘挙擧枸柜椇榉榘櫸欅沮疽矩筥籧聥舉莒萭蒟襷踽郰鉏鋤齟龃
jyu3|51,㘌㜘㞫㠪㨿㩀㬬㯯㵵䀠䈮䛯䣰䱟䵕䶙乬俱倨倶具冣剧劇勮句坥埧埾壉姐姖寠屦屨岠巨巪忂怇怐怚惧愳懅懼拒拠据據昛歫沮洰渠澽炬烥焣犋珇瞿秬窭窶簍簴粔耟聚苣菹蒩蔞蘧處虡蚷螶袓裾詎讵豦貗趡足跙距踞躆遽邭鄒鄹醵鉅鋸鐻钜锯雛颶飓駏駒鮍鮔
jyu5,爠
lyu1B|35,䕡䮫婁廬慮榈樓櫚櫨氀瘻盧瞜膢藘鏤閭闾馿驢驴鷜鹿
lyu2|214,㛎㡞㭚㻲㾔侣侶偻僂儢吕呂婁屡屢履慺挔捋捛旅梠漊焒祣稆穞穭簍絽縷缕膂膐臚蔞褛褸謱軁郘鋁铝魯鷜
lyu3|51,㔧㠥㲶䔞䢖䥨勴哷垏壘寠寽嵂律慮櫖氯滤濾爈率箻累綠緑繂绿膟菉葎虑鋁録鑢
nyu2|214,女籹胬釹钕
nyu3|51,㵖䏔䖡䘐䚼䶊女恧朒沑狃絮聏衂衄
qyu1A|55,㘗㠊㭕㸖㻃䈌䒧䒼䓚䓛䕮䖦䗇䢗䧢伹佉匤区區去取坥屈岖岨岴嶇怚憈抾敺曲毆浀焌祛筁粬紶組胠脥蛆蛐袪覰覻觑詘誳诎趋趍趜趣趨跙躯軀镼阹鞠鞫駆駈騶驅驱髷魼鰸鱋鶌麯麴麹黢
qyu1B|35,㖆㜹㣄㩴㯫㲒㲘㽛䂂䆽䋧䝣䞤䟊䢹䵶佢劬句巨忂戵斪朐枸欋氍淭渠灈璖璩癯瞿磲籧絇翑翵胊臞菃葋蕖蘧蚼螶蟝蠷蠼衐衢躣軥遽鉤鐻鑺鮈鴝鸜鸲鼩
qyu2|214,㾀䞤䶚取娶弆曲竘竬紶苣蝺詓跔齲龋
qyu3|51,㜘㧁㫢㰦䁦䒧䠐刞厺去呿唟欪耝蜡覰覷覻觑誇趣趨跼閴闃阒麮鼁
qyu5,戌迲
xyu1A|55,㡏㥠㰭㽳䇓䈝䏏䱬于偦吁呼嘔嘘噓圩墟姁媭嬃幁戌揟旴晇朐楈欨欻歔歘湑疞盱眗砉稰窢緰縃繻胥芋蓲蕦藇虗虚虛蝑裇訏諝謣譃谞鑐雩需須頊须顼驉鬚魆魖
xyu1B|35,䍱余俆徐蒣謳邪鉏
xyu2|214,㑔㑯㞰䅡䋶䔓䧁偦冔呴咻喣姁暊栩浒湑滸珝盨稰糈胥蛡訏許詡諿许诩鄦醑
xyu3|51,㐨㕛㖅㖪㗵㘧㚜㜅㜿㞊㦌㰲㳚㵰㷦㺷䂆䎉䘏䙒䛙䢕䣱䣴䦗䦽䬄䬎䱛䳳伃休伵侐勖勗卹叙咻嘼垿壻妶姐婿嶼序怴怵恓恤惐慉掝敍敘旭旮昫朂朐槒欰殈汿沀洫淢湑溆滀漵潊烅烼煦獝珬畜盢瞁瞲矞稸絮続緒緖續绪续聓聟肷芧蓄藇藚蚼規訹賉酗鉥銊馘魣鱮
xyu5,蓿
yuan1A|55,㠾㾓䏍䡝䥉䨊䲻冤剈咽囦夗嫚嬽宛寃弲悁惌棩涴淵渁渆渊渕灁焆眢穿箢苑葾蒬蜎蜵蝝裷鋺駌鳶鴛鵷鸢鸳鹓鼘鼝
yuan1B|35,〇㘣㟶㥳㹉䖠䦾䬧䱲䲮䳒䳣傆允元円原厡厵员員喛园圆圎園圓圜垣塬妧媛媴嫄捐援杬楥榞榬橼櫞沅湲源溒爰猨猿獂笎緣縁缘羱芫茒蒝薗蚖蝝蝯螈袁褑謜貟贠轅辕邍邧酛鈨鎱阮隕騵魭鶢鶰黿鼋
yuan2|214,㱧䛄䛇䩩畹盶薳輐远逺遠鋺願
yuan3|51,㤪㥐㭇䅈䈠䏍䬇䬼傆噮垸夗妴媛怨愿掾杬涓瑗禐緣肙苑衏裫褑褤遠院願
jyuan1A|55,䅌䖭䣺勌勬圈姢娟捐朘梋泫涓焆瓹睃脧蠲裐身鋑鋗鎸鐫镌鞙鵍鵑鹃
jyuan2|214,㷷卷呟圈埍埢帣捲擐臇菤蕊蜷踡錈锩闂
jyuan3|51,㢧㢾㪻㯞䄅䌸䖭䚈䡓䳪倦劵勌卷圈奆婘巂巻帣弮悁惓慻捲桊棬淃狷獧瓹甄眩眷睊睠絭絹縳绢罥羂腃萒蔨襈鄄鋗隽雋韏飬餋
qyuan1A|55,㒽䌯卷圈圏奍峑弮恮悛桊棬腃酄鐉駩
qyuan1B|35,㒰㟫䀬䌯䑏䟒䠰佺全卷啳圈埢姾婘孉巏惓拳拴捲搼权栓棬楾槫権權泉洤湶灥牷犈狋獾瑔痊矔硂筌純絟縓腃荃葲蜷蠸觠詮謜譔诠跧踡輇辁醛銓铨闎顴颧騡鬈鰁鳈鸛齤
qyuan2|214,䅚䊎圳汱烇犬犭甽畎綣绻虇
qyuan3|51,䄐串券劝勧勸灥牶韏
qyuan5,椦
xyuan1A|55,㓩㝁㦥㩊㻹䁔䆭䚙䚭䚯䡓䡣䳦亘儇吅咺喧塇媗嬛宣弲愃愋懁揎擐昍昕晅暄暖梋烜煊煖狟瑄睻矎禤箮縇翧翾萱萲蓒蕿藼蘐蜎蝖蠉諠諼譞谖軒轩鋗鍹駽鰚
xyuan1B|35,㔯㘣㳬㹡㻽䁢䗠䮄䲂䲻䴉䴋儇妶嫙嬛悬懸旋暶檈泫滋漩玄玆玹琁璇璿瓊痃盤縣蜁還鏇
xyuan2|214,㔵㧋㾌䠣咺喛喧撰晅暅烜癣癬选選顈饌
xyuan3|51,㦏㧦㯀㳙䀏䃠䍗䍻䘩䛹䝮䧎䩙䩰券夐姰怰揈旋昡楥楦泫洵涓渲澴炫煇玄玹琄眩眴矎碹絃絢絹縼繏绚蔙衒袨讂贙選鉉鏇鐶铉镟鞙颴駨
yue1A|55,妁彟彠扚曰曱矱箹約约
yue1B|35,块
yue2|214,哕噦
yue3|51,㜧㜰㬦㰛㹊䆕䆢䋐䋤䖃䟑䟠䠯䡇䢁䢲䤦䥃䶳乐刖哾囝妜嬳岄岳嶽恱悅悦戉抈捳擽月枂栎樂樾櫟汋瀹焆爍爚玥矆礿禴篗籆籥籰粤粵臒蘥蚎蚏蜕蠖説说越趯跀跃躍躒軏鈅鉞鋭鑠鑰钥钺閱閲阅髺鸑鸙黦龠
jyue1A|55,嗟噘屩撅撧繑蹻鞽
jyue1B|35,㔃㔢㟲㤜㩱㭈㭾㰐㲄㵐㷾㸕㹟㻕䀗䁷䇶䊽䍳䏐䏣䐘䖼䘿䙠䝌䞷䠇䡈䣤䤎䦆䦼䳏䶂乙亅倔傕决刔劂勪匷厥叕吷啳噱嚼埆壆夬妜孒孓屈屫崛崫嶡嶥弡彏憠憰戄抉挗捔掘撅攫斍柽桷梏構橛橜欔欮殌氒決泬潏灍焳熦燋爑爝爴爵狂獗玃玦玨珏瑴璚疦瘚矍矞矡砄穱穴絕絶繘绝脚腳臄芵蕝蕞蕨虳蚗蛙蟨蟩蠼袦覐覚覺觉角觖觳觼訣譎诀谲貜赽趉趹蹶蹷蹻躩較逫鈌鐍鐝钁镢闋闕駃騤髉鱖鴂鴃鶌鷢龣
jyue2|214,䞵䟾蹶
jyue3|51,倔撅誳
lyue2|214,掠
lyue3|51,㑼㔀㗉㨼䂮䌎䛚䤣剠圙寽掠擽率略畧稤藥詻鋝鋢锊
nyue3|51,䖈䖋䨋婩疟瘧硸虐
qyue1A|55,決炔缺蒛蚗闕阙
qyue1B|35,瘸
qyue3|51,㕁㩁㰌㱋㱿㲉㴶㹱㾡䇎䍳䐨䟩䦬䧿䲵傕却卻埆塙墧屈崅悫愨慤搉攉敠榷汋燩猎琷皵硞确碏確碻礐礭舄芍觳趞踖闋闕阕阙隺雀鳥鵲鹊
xyue1A|55,㔃㔢㗾㻡削哮疶矆蒆薛辥辪靴鞾韡
xyue1B|35,㖸㰒㶅㿱䋉䱑乴噱壆学學岤峃嶨敩斅斈泶澩燢穴茓袕觷踅雤鷽鸴
xyue2|214,㡜㨹䨮樰膤艝轌雪鱈鳕
xyue3|51,㕰㞽㦜㷤䀗䆝䆷䎀䒸䛎䤕䦑䫼䬂䭥吷嚯坹怴桖決泧泬滈瀥炔狘疦瞲血謔谑趐蹻
yun1A|55,㚃奫晕暈氲氳涒煴煾瘟缊蒀蒕蜵蝹贇赟輼頵馧
yun1B|35,㛣㜏䉙䢵云伝勻匀员員囩妘尹愪昀橒氲沄涢溳澐熉畇眃秐筍筠筼篔紜縜纭耘耺芸荺蒷蕓郧鄖鋆雲
yun2|214,㩈䆬䇖䞫䡝䤞䨶䪳允喗夽媪宛愠抎殒殞溳狁玧盾磒荺褞賱运鈗阭陨隕霣馻齫齳
yun3|51,㚺㞌㟦䚋䩵䲰䵴傊匀员員均孕尉怨恽惲愠慍晕暈枟榅温煇煴熅熨緷緼縕缊腪芸苑菀蕰蕴薀藴蘊运運郓鄆酝醖醞韗韞韫韵韻餫
yun5,抣繧
jyun1A|55,㚬䝍军匀君均姰旬桾汮皲皸皹碅筠莙菌蚐袀覠軍鈞銁銞鋆鍕钧鮶鲪麇麏麕龜龟
jyun3|51,㑺㒞㕙㖥㝦㴫㻒㼱㽙䇹䐃䕑䜭䝍俊儁卷呁埈寯峻懏捃攈攟晙棞浚濬焌焞燇狻珺畯睃竣箘箟菌葰蔨蜠訇郡陖隽雋餕馂駿骏鵔鵕鵘
qyun1A|55,㟒囷夋峮歏箘踆輑逡遁
qyun1B|35,㪊㿏䊎䭽宭帬羣群裙裠麇麕
qyun2|214,蹲
xyun1A|55,䗼䠝䵫勋勛勲勳嚑坃埙塤壎壦姰曛焄煇熏燻爋獯矄窨篔纁臐荤葷蔒薫薰蘍醺駨
xyun1B|35,㖊㜄㡄㨚㰬㵌㽦䀏䋸䖲䘩䙉䡅侚偱咰噚寻尋峋巡廵循恂悛揗撏攳旬杊栒桪樳毥洵浔潭潯灥燂燅燖爓珣璕畃眴紃絢荀荨蕁蟫蟳詢询遁郇鄩馴驯鱏鱘鲟
xyun3|51,㢲䛜䞊䭀伨侚卂噀壎奞孫巺巽徇愻梭殉殾毥汛洒浚潠濬熏狥狻稄筍蕈訊訓訙训讯賐迅迿逊逡遜鑂鑫顨驯鶽
cung1A|55,㜡㞱㥖䈡䐋䐫䓗䗓䡯䢨䰌偬匆囪囱從忩怱悤暰枞棇楤樅樬漗焧熜瑽璁瞛窗篵総緫總繱聡聦聪聰苁茐葱蓯蔥蟌鍯鏓鏦騘驄骢
cung1B|35,㗰㼻䉘䕺䳷丛从叢婃孮従徖從悰慒樷欉淙漎潀潨灇爜琮碂縱菆藂誴賨賩
cung3|51,憁藂謥
chung1A|55,㤝㳘䂌䆔䆹䘪䝑䡴偅傭充冲嘃徸忡憃憧摏樁橦沖浺涌潼珫盅祌罿翀舂艟茺衝褈蹖
chung1B|35,㓽㹐䌬䖝䳯崇崈漴烛爞痋种種緟茧虫蝩蟲褈酮重隀
chung2|214,䳯喠埫宠寵衝
chung3|51,㧤㮔僮冲揰衝蹱銃铳
dung1A|55,㚵䍶䰤䳉东倲冬咚埬娻岽崠崬徚昸東氡氭涷笗苳菄蝀鮗鯟鶇鶫鸫鼕鿴
dung2|214,㖦㨂䂢䵔墥嬞懂揰湩箽董蕫諌
dung3|51,㑈㓊㗢㢥㣚㣫㼯䆚䞒侗倲働冻凍动動勭垌姛娻峒崠恫戙挏栋桐棟洞湩烔狪甬硐筒筩絧胨胴腖衕詷迵酮霘駧騆
gung1A|55,㓚㕬䂵䍔䐵䢼䰸䲲䳍供公共功匑匔厷咣塨宫宮工幊弓恭愩攻杛杠熕疘碽篢糼紅红肱蚣觥觵躬躳釭髸魟龏龔龚
gung2|214,㤨㧬㫒㭟㺬㼦䂬䡗䱋共嗊巩廾拱拲栱汞珙硔磺礦蛩輁銾鑛鞏
gung3|51,㓋㔶㯯䇨䔈䡗供共唝嗊愩渱羾莻虹貢贛贡
gung5,慐
hung1A|55,㧦䆪䎕叿吽呍哄哅嚝巆揈渹灴烘焢硡薨訇謍谾軣輷轟轰鍧
hung1B|35,㖓㗢㢬䂫䃔䆖䉺䜫䞑䡌䡏䧆䨎䩑䪦䫹䫺䲨仜共厷叿吰垬妅娂宏宖屸弘彋揈汪汯泓洚洪浤浲渱潂玒玜瓨硔竑竤篊粠紅紘紭綋红纮翃翝耾舼苰荭葒葓蕻虹谹谼鈜鉷鋐閎闳霐霟鞃魟鴻鸿黉黌
hung2|214,㬴䀧哄唝嗊愩晎
hung3|51,㗢㶹哄撔港澋澒蕻虹訌讧銾閧闀闂鬨鴻
kung1A|55,㚚㲁䅝倥埪崆悾控椌涳硿穹空箜躻錓鵼
kung2|214,㤟倥孔恐悾空
kung3|51,㸜控矼硿空腔鞚
lung1A|55,隆
lung1B|35,㚅㝫㟖㡣㦕㰍䃧䆍䏊䙪䥢䪊䮾䰱儱咙嚨寵屸嶐巃巄昽曨朧栊槞櫳泷湰滝漋瀧爖珑瓏癃眬矓砻礱礲窿竜笼篭籠聋聾胧茏蕯蘢蝕蠪蠬襱谾豅躘鏧鑨隆霳靇驡鸗龍龐龒龓龙
lung2|214,㙙㴳䡁儱垄垅壟壠徿拢攏朧竉笼篢籠蘢躘陇隴龓
lung3|51,㑝㛞㟖㢅㳥䮾儱哢弄徿梇硦蘢衖襱豅贚
nung1B|35,㶶㺜䢉侬儂农哝噥憹檂欁浓濃燶癑禯秾穠脓膿莀蕽襛農辳醲
nung2|214,䁸䵜繷
nung3|51,咔弄挊挵癑齈
rung1A|55,茸
rung1B|35,㘇㝐㣑㭜㲓㲨㺎㼸䇀䇯䈶䘬䠜䡆䡥䤊䩸傛媶嫆嬫容峵嵘嵤嶸巆戎搈搑曧栄榕榮榵毧氄溶瀜烿熔爃狨瑢穁絨縙绒羢肜茙茸荣蓉蝾融螎蠑褣軵鎔镕頌駥髶
rung2|214,㲝䄾䠜䢇䩸傇冗坈宂氄縙縟茸軵隔
rung3|51,縙
rung5,穃
sung1A|55,㣝㬝䈡䯳䯷䲲倯凇娀崧嵩庺忪憁憽揔松枀枩柗梥棇檧淞濍硹菘蘴蜙鍶鬆
sung1B|35,㞞鬆
sung2|214,㧐㨦㩳䉥䜬傱嵷怂悚愯慫捒摗楤漎竦耸聳蓯駷
sung3|51,㕬㮸䛦䢠吅宋訟誦讼诵送鎹頌颂餸鬆
tung1A|55,䳋侗嗵囲恫恿桐樋炵熥痌絧蓪通
tung1B|35,㠉㠽㣚㣠㤏㮔㸗㼧㼿䂈䆚䮵䳋䴀䶱仝佟侗偅僮勭同哃垌峂峒峝庝彤晍曈朣桐橦氃洞浵湩潼烔燑爞犝狪獞痌眮瞳砼硐硧秱穜童筒筩粡絧膧艟茼蚒蜼蟲衕詷赨酮重鉖鉵銅铜餇鮦鲖鼕
tung2|214,㛚㣚㪌䆹侗垌捅桶筒筩統綂统
tung3|51,同恸慟憅痛衕通
zung1A|55,㙡㚇㣭㨑㯶䁓䈦䑸䖲䗥䢨倧堫宗嵏嵕嵸從惾朡枞棕椶樅潨熧猣磫稯綜緃緵總综翪腙艐葼蝬豵踨踪蹤鍐鑁騌騣骔鬃鬉鬷鯮鯼
zung2|214,㢔㷓㹅䁓䙕䡯䰌偬傯從总惣愡捴揔搃摠熜燪稯総縂縱總蓗蓯鏓
zung3|51,䍟䝋从倊從昮猔疭瘲碂粽糉糭綜緵縦縱纵錝
zung5,潈
zhung1A|55,㲁㳊㹣䇗䈺䝦中伀刣夂妐幒彸徸忠忪柊橦汷泈潼炂盅童籦終终舂舯蔠蚣蝩螤螽衆衳衷蹱鈆鈡銿鍾鐘钟锺鴤鼨
zhung2|214,㣫冢喠塚塜尰徸歱煄瘇种種穜肿腫董踵
zhung3|51,㐺㲴㼿䱰中乑仲众偅堹妕媑狆眾祌种種穜筗緟茽蚛蟲衆衶衷褈諥踵重
hm5,噷
hng5,哼
ng1B|35,哽唔嗯
ng2|214,㕶嗯
ng3|51,嗯
ng5,唵
